Run_ID,Map,Num Robots,Num Tasks,Suitability Method,RobotProfiles,TaskProfiles
3863,hrt002d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""crane"", ""assembly"", ""delivery"", ""scaffolding""]","[""scaffold"", ""utilities"", ""delivery"", ""debris"", ""scaffold""]"
3864,hrt002d.map,5,5,evaluate_suitability_loose,"[""excavator"", ""assembly"", ""assembly"", ""excavator"", ""scaffolding""]","[""debris"", ""utilities"", ""assembly"", ""scaffold"", ""scaffold""]"
3865,hrt002d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""delivery"", ""delivery"", ""bricklayer"", ""bricklayer""]","[""assembly"", ""delivery"", ""delivery"", ""debris"", ""scaffold""]"
3866,hrt002d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""crane"", ""scaffolding"", ""assembly"", ""assembly""]","[""utilities"", ""lay bricks"", ""debris"", ""assembly"", ""delivery""]"
3867,hrt002d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""excavator"", ""crane"", ""crane"", ""delivery""]","[""item elevation"", ""scaffold"", ""utilities"", ""debris"", ""assembly""]"
3868,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""excavator"", ""crane"", ""bricklayer"", ""bricklayer""]","[""delivery"", ""debris"", ""scaffold"", ""assembly"", ""utilities""]"
3869,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""delivery"", ""crane"", ""crane""]","[""utilities"", ""item elevation"", ""assembly"", ""debris"", ""utilities""]"
3870,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""crane"", ""excavator"", ""bricklayer"", ""bricklayer""]","[""delivery"", ""item elevation"", ""excavate"", ""lay bricks"", ""scaffold""]"
3871,hrt002d.map,5,5,evaluate_suitability_loose,"[""assembly"", ""scaffolding"", ""bricklayer"", ""excavator"", ""excavator""]","[""scaffold"", ""assembly"", ""item elevation"", ""debris"", ""assembly""]"
3872,hrt002d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""bricklayer"", ""crane"", ""delivery"", ""delivery""]","[""lay bricks"", ""utilities"", ""item elevation"", ""item elevation"", ""assembly""]"
3873,hrt002d.map,5,5,evaluate_suitability_loose,"[""scaffolding"", ""crane"", ""excavator"", ""delivery"", ""crane""]","[""lay bricks"", ""utilities"", ""scaffold"", ""assembly"", ""assembly""]"
3874,hrt002d.map,5,5,evaluate_suitability_loose,"[""bricklayer"", ""crane"", ""crane"", ""assembly"", ""delivery""]","[""utilities"", ""item elevation"", ""assembly"", ""lay bricks"", ""lay bricks""]"
3875,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""crane"", ""scaffolding"", ""assembly""]","[""excavate"", ""delivery"", ""utilities"", ""utilities"", ""scaffold""]"
3876,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""assembly"", ""delivery"", ""assembly"", ""bricklayer""]","[""item elevation"", ""assembly"", ""item elevation"", ""scaffold"", ""item elevation""]"
3877,hrt002d.map,5,5,evaluate_suitability_loose,"[""crane"", ""delivery"", ""scaffolding"", ""assembly"", ""crane""]","[""item elevation"", ""utilities"", ""lay bricks"", ""lay bricks"", ""lay bricks""]"
3878,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""crane"", ""crane"", ""crane""]","[""lay bricks"", ""lay bricks"", ""delivery"", ""excavate"", ""excavate""]"
3879,hrt002d.map,5,5,evaluate_suitability_loose,"[""crane"", ""crane"", ""delivery"", ""excavator"", ""assembly""]","[""scaffold"", ""utilities"", ""delivery"", ""scaffold"", ""scaffold""]"
3880,hrt002d.map,5,5,evaluate_suitability_loose,"[""delivery"", ""scaffolding"", ""scaffolding"", ""bricklayer"", ""scaffolding""]","[""delivery"", ""assembly"", ""excavate"", ""item elevation"", ""item elevation""]"
3881,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""crane"", ""crane"", ""assembly"", ""delivery""]","[""utilities"", ""utilities"", ""utilities"", ""lay bricks"", ""scaffold""]"
3882,hrt002d.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""crane"", ""bricklayer"", ""delivery"", ""scaffolding""]","[""assembly"", ""assembly"", ""item elevation"", ""assembly"", ""assembly""]"
3883,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""bricklayer"", ""excavator"", ""excavator"", ""assembly""]","[""lay bricks"", ""debris"", ""debris"", ""lay bricks"", ""delivery""]"
3884,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""delivery"", ""delivery"", ""delivery"", ""crane""]","[""lay bricks"", ""utilities"", ""item elevation"", ""scaffold"", ""debris""]"
3885,hrt002d.map,5,5,evaluate_suitability_strict,"[""assembly"", ""crane"", ""crane"", ""crane"", ""bricklayer""]","[""excavate"", ""assembly"", ""lay bricks"", ""lay bricks"", ""delivery""]"
3886,hrt002d.map,5,5,evaluate_suitability_strict,"[""delivery"", ""scaffolding"", ""delivery"", ""bricklayer"", ""delivery""]","[""excavate"", ""lay bricks"", ""assembly"", ""delivery"", ""scaffold""]"
3887,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""bricklayer"", ""crane"", ""bricklayer"", ""excavator""]","[""excavate"", ""excavate"", ""utilities"", ""utilities"", ""item elevation""]"
3888,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""excavator"", ""bricklayer"", ""excavator"", ""bricklayer""]","[""utilities"", ""utilities"", ""excavate"", ""assembly"", ""scaffold""]"
3889,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""excavator"", ""excavator"", ""delivery"", ""delivery""]","[""utilities"", ""assembly"", ""debris"", ""item elevation"", ""assembly""]"
3890,hrt002d.map,5,5,evaluate_suitability_strict,"[""scaffolding"", ""scaffolding"", ""crane"", ""excavator"", ""assembly""]","[""lay bricks"", ""scaffold"", ""debris"", ""excavate"", ""utilities""]"
3891,hrt002d.map,5,5,evaluate_suitability_strict,"[""bricklayer"", ""delivery"", ""bricklayer"", ""delivery"", ""crane""]","[""utilities"", ""scaffold"", ""item elevation"", ""lay bricks"", ""utilities""]"
3892,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""crane"", ""delivery"", ""excavator"", ""delivery""]","[""delivery"", ""scaffold"", ""excavate"", ""item elevation"", ""lay bricks""]"
3893,hrt002d.map,5,5,evaluate_suitability_strict,"[""excavator"", ""bricklayer"", ""bricklayer"", ""delivery"", ""excavator""]","[""debris"", ""utilities"", ""utilities"", ""item elevation"", ""debris""]"
3894,hrt002d.map,5,5,evaluate_suitability_strict,"[""excavator"", ""scaffolding"", ""bricklayer"", ""bricklayer"", ""delivery""]","[""item elevation"", ""assembly"", ""excavate"", ""assembly"", ""item elevation""]"
3895,hrt002d.map,5,5,evaluate_suitability_strict,"[""delivery"", ""assembly"", ""delivery"", ""bricklayer"", ""assembly""]","[""excavate"", ""excavate"", ""excavate"", ""lay bricks"", ""utilities""]"
3896,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""scaffolding"", ""scaffolding"", ""crane"", ""crane""]","[""utilities"", ""lay bricks"", ""excavate"", ""lay bricks"", ""utilities""]"
3897,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""bricklayer"", ""assembly"", ""crane"", ""scaffolding""]","[""lay bricks"", ""lay bricks"", ""assembly"", ""excavate"", ""item elevation""]"
3898,hrt002d.map,5,5,evaluate_suitability_strict,"[""crane"", ""scaffolding"", ""crane"", ""bricklayer"", ""delivery""]","[""scaffold"", ""scaffold"", ""debris"", ""lay bricks"", ""scaffold""]"
3899,hrt002d.map,5,5,evaluate_suitability_strict,"[""assembly"", ""bricklayer"", ""bricklayer"", ""bricklayer"", ""bricklayer""]","[""assembly"", ""utilities"", ""scaffold"", ""assembly"", ""item elevation""]"
3900,hrt002d.map,5,5,evaluate_suitability_strict,"[""delivery"", ""delivery"", ""crane"", ""assembly"", ""assembly""]","[""debris"", ""excavate"", ""utilities"", ""excavate"", ""scaffold""]"
3901,hrt002d.map,5,20,evaluate_suitability_new,"[""excavator"", ""delivery"", ""delivery"", ""assembly"", ""assembly""]","[""item elevation"", ""utilities"", ""debris"", ""delivery"", ""scaffold"", ""delivery"", ""lay bricks"", ""utilities"", ""delivery"", ""excavate"", ""excavate"", ""assembly"", ""delivery"", ""item elevation"", ""lay bricks"", ""delivery"", ""debris"", ""lay bricks"", ""assembly"", ""excavate""]"
3902,hrt002d.map,5,20,evaluate_suitability_new,"[""assembly"", ""crane"", ""crane"", ""crane"", ""bricklayer""]","[""utilities"", ""utilities"", ""debris"", ""debris"", ""item elevation"", ""debris"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""assembly"", ""scaffold"", ""item elevation"", ""assembly"", ""lay bricks"", ""utilities"", ""assembly"", ""excavate"", ""scaffold"", ""utilities"", ""item elevation""]"
3903,hrt002d.map,5,20,evaluate_suitability_new,"[""delivery"", ""assembly"", ""crane"", ""crane"", ""delivery""]","[""debris"", ""item elevation"", ""item elevation"", ""debris"", ""item elevation"", ""item elevation"", ""debris"", ""excavate"", ""assembly"", ""item elevation"", ""assembly"", ""assembly"", ""delivery"", ""item elevation"", ""scaffold"", ""scaffold"", ""lay bricks"", ""lay bricks"", ""scaffold"", ""lay bricks""]"
3904,hrt002d.map,5,20,evaluate_suitability_new,"[""assembly"", ""assembly"", ""bricklayer"", ""delivery"", ""assembly""]","[""excavate"", ""delivery"", ""utilities"", ""item elevation"", ""lay bricks"", ""scaffold"", ""assembly"", ""scaffold"", ""scaffold"", ""item elevation"", ""excavate"", ""item elevation"", ""excavate"", ""utilities"", ""lay bricks"", ""debris"", ""debris"", ""debris"", ""assembly"", ""scaffold""]"
3905,hrt002d.map,5,20,evaluate_suitability_new,"[""excavator"", ""delivery"", ""scaffolding"", ""bricklayer"", ""delivery""]","[""assembly"", ""assembly"", ""delivery"", ""delivery"", ""lay bricks"", ""delivery"", ""utilities"", ""scaffold"", ""excavate"", ""debris"", ""lay bricks"", ""debris"", ""debris"", ""excavate"", ""assembly"", ""assembly"", ""lay bricks"", ""debris"", ""debris"", ""assembly""]"
3906,hrt002d.map,5,20,evaluate_suitability_new,"[""crane"", ""bricklayer"", ""crane"", ""excavator"", ""scaffolding""]","[""item elevation"", ""delivery"", ""assembly"", ""utilities"", ""lay bricks"", ""debris"", ""item elevation"", ""utilities"", ""utilities"", ""assembly"", ""lay bricks"", ""excavate"", ""excavate"", ""utilities"", ""delivery"", ""delivery"", ""lay bricks"", ""lay bricks"", ""lay bricks"", ""assembly""]"
3907,hrt002d.map,5,20,evaluate_suitability_new,"[""crane"", ""scaffolding"", ""crane"", ""delivery"", ""scaffolding""]","[""assembly"", ""debris"", ""item elevation"", ""debris"", ""item elevation"", ""excavate"", ""excavate"", ""scaffold"", ""delivery"", ""delivery"", ""debris"", ""utilities"", ""lay bricks"", ""excavate"", ""delivery"", ""lay bricks"", ""excavate"", ""scaffold"", ""delivery"", ""assembly""]"
3908,hrt002d.map,5,20,evaluate_suitability_new,"[""excavator"", ""assembly"", ""bricklayer"", ""bricklayer"", ""assembly""]","[""item elevation"", ""scaffold"", ""item elevation"", ""assembly"", ""lay bricks"", ""delivery"", ""lay bricks"", ""item elevation"", ""item elevation"", ""item elevation"", ""item elevation"", ""utilities"", ""lay bricks"", ""utilities"", ""assembly"", ""utilities"", ""debris"", ""excavate"", ""utilities"", ""assembly""]"
3909,hrt002d.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""excavator"", ""bricklayer"", ""scaffolding"", ""assembly""]","[""lay bricks"", ""assembly"", ""excavate"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""utilities"", ""item elevation"", ""lay bricks"", ""debris"", ""excavate"", ""scaffold"", ""delivery"", ""lay bricks"", ""debris"", ""debris"", ""utilities"", ""item elevation"", ""delivery"", ""debris""]"
3910,hrt002d.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""delivery"", ""bricklayer"", ""crane"", ""crane""]","[""excavate"", ""lay bricks"", ""utilities"", ""assembly"", ""delivery"", ""utilities"", ""excavate"", ""assembly"", ""excavate"", ""delivery"", ""item elevation"", ""assembly"", ""debris"", ""excavate"", ""scaffold"", ""delivery"", ""excavate"", ""scaffold"", ""utilities"", ""excavate""]"
3911,hrt002d.map,5,20,evaluate_suitability_new,"[""assembly"", ""assembly"", ""assembly"", ""scaffolding"", ""excavator""]","[""item elevation"", ""scaffold"", ""delivery"", ""assembly"", ""debris"", ""utilities"", ""scaffold"", ""lay bricks"", ""debris"", ""debris"", ""debris"", ""scaffold"", ""scaffold"", ""excavate"", ""debris"", ""excavate"", ""scaffold"", ""lay bricks"", ""scaffold"", ""scaffold""]"
3912,hrt002d.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""scaffolding"", ""delivery"", ""delivery"", ""assembly""]","[""assembly"", ""delivery"", ""scaffold"", ""scaffold"", ""utilities"", ""utilities"", ""item elevation"", ""lay bricks"", ""utilities"", ""item elevation"", ""delivery"", ""debris"", ""lay bricks"", ""item elevation"", ""utilities"", ""scaffold"", ""assembly"", ""scaffold"", ""item elevation"", ""assembly""]"
3913,hrt002d.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""delivery"", ""delivery"", ""delivery"", ""bricklayer""]","[""excavate"", ""delivery"", ""delivery"", ""lay bricks"", ""scaffold"", ""utilities"", ""assembly"", ""excavate"", ""excavate"", ""excavate"", ""lay bricks"", ""assembly"", ""assembly"", ""excavate"", ""scaffold"", ""assembly"", ""scaffold"", ""assembly"", ""scaffold"", ""utilities""]"
3914,hrt002d.map,5,20,evaluate_suitability_new,"[""delivery"", ""crane"", ""delivery"", ""excavator"", ""bricklayer""]","[""excavate"", ""debris"", ""utilities"", ""scaffold"", ""utilities"", ""lay bricks"", ""delivery"", ""assembly"", ""debris"", ""delivery"", ""item elevation"", ""item elevation"", ""lay bricks"", ""scaffold"", ""debris"", ""assembly"", ""debris"", ""debris"", ""utilities"", ""assembly""]"
3915,hrt002d.map,5,20,evaluate_suitability_new,"[""scaffolding"", ""bricklayer"", ""crane"", ""crane"", ""excavator""]","[""delivery"", ""utilities"", ""utilities"", ""assembly"", ""item elevation"", ""excavate"", ""scaffold"", ""delivery"", ""delivery"", ""excavate"", ""item elevation"", ""item elevation"", ""item elevation"", ""lay bricks"", ""lay bricks"", ""delivery"", ""lay bricks"", ""debris"", ""assembly"", ""utilities""]"
3916,hrt002d.map,5,20,evaluate_suitability_new,"[""excavator"", ""bricklayer"", ""scaffolding"", ""scaffolding"", ""assembly""]","[""delivery"", ""delivery"", ""lay bricks"", ""assembly"", ""scaffold"", ""assembly"", ""delivery"", ""utilities"", ""item elevation"", ""excavate"", ""delivery"", ""item elevation"", ""utilities"", ""utilities"", ""delivery"", ""delivery"", ""delivery"", ""assembly"", ""delivery"", ""assembly""]"
3917,hrt002d.map,5,20,evaluate_suitability_new,"[""delivery"", ""scaffolding"", ""delivery"", ""scaffolding"", ""bricklayer""]","[""debris"", ""assembly"", ""debris"", ""lay bricks"", ""lay bricks"", ""utilities"", ""item elevation"", ""scaffold"", ""excavate"", ""utilities"", ""assembly"", ""debris"", ""debris"", ""debris"", ""debris"", ""item elevation"", ""utilities"", ""utilities"", ""assembly"", ""utilities""]"
3918,hrt002d.map,5,20,evaluate_suitability_new,"[""bricklayer"", ""assembly"", ""scaffolding"", ""assembly"", ""delivery""]","[""scaffold"", ""utilities"", ""item elevation"", ""scaffold"", ""delivery"", ""lay bricks"", ""debris"", ""excavate"", ""utilities"", ""excavate"", ""debris"", ""utilities"", ""excavate"", ""lay bricks"", ""scaffold"", ""lay bricks"", ""assembly"", ""debris"", ""utilities"", ""excavate""]"
3919,hrt002d.map,5,20,evaluate_suitability_new,"[""excavator"", ""crane"", ""crane"", ""scaffolding"", ""scaffolding""]","[""utilities"", ""assembly"", ""lay bricks"", ""utilities"", ""debris"", ""lay bricks"", ""utilities"", ""assembly"", ""excavate"", ""debris"", ""assembly"", ""scaffold"", ""item elevation"", ""delivery"", ""lay bricks"", ""debris"", ""scaffold"", ""delivery"", ""lay bricks"", ""delivery""]"
3920,hrt002d.map,5,20,evaluate_suitability_new,"[""assembly"", ""bricklayer"", ""bricklayer"", ""crane"", ""assembly""]","[""assembly"", ""lay bricks"", ""item elevation"", ""debris"", ""item elevation"", ""delivery"", ""item elevation"", ""utilities"", ""excavate"", ""lay bricks"", ""lay bricks"", ""delivery"", ""lay bricks"", ""excavate"", ""scaffold"", ""debris"", ""assembly"", ""excavate"", ""delivery"", ""debris""]"
3921,hrt002d.map,5,20,evaluate_suitability_loose,"[""assembly"", ""assembly"", ""scaffolding"", ""crane"", ""delivery""]","[""delivery"", ""utilities"", ""assembly"", ""utilities"", ""excavate"", ""utilities"", ""utilities"", ""item elevation"", ""delivery"", ""excavate"", ""lay bricks"", ""assembly"", ""utilities"", ""item elevation"", ""assembly"", ""debris"", ""assembly"", ""item elevation"", ""item elevation"", ""debris""]"
3922,hrt002d.map,5,20,evaluate_suitability_loose,"[""excavator"", ""excavator"", ""delivery"", ""delivery"", ""excavator""]","[""delivery"", ""item elevation"", ""assembly"", ""debris"", ""scaffold"", ""excavate"", ""utilities"", ""delivery"", ""scaffold"", ""assembly"", ""debris"", ""debris"", ""delivery"", ""utilities"", ""debris"", ""item elevation"", ""scaffold"", ""assembly"", ""item elevation"", ""assembly""]"
3923,hrt002d.map,5,20,evaluate_suitability_loose,"[""crane"", ""scaffolding"", ""scaffolding"", ""excavator"", ""delivery""]","[""lay bricks"", ""debris"", ""debris"", ""excavate"", ""utilities"", ""lay bricks"", ""excavate"", ""lay bricks"", ""delivery"", ""lay bricks"", ""utilities"", ""lay bricks"", ""lay bricks"", ""lay bricks"", ""utilities"", ""delivery"", ""item elevation"", ""assembly"", ""scaffold"", ""utilities""]"
3924,hrt002d.map,5,20,evaluate_suitability_loose,"[""crane"", ""excavator"", ""excavator"", ""delivery"", ""crane""]","[""assembly"", ""item elevation"", ""lay bricks"", ""scaffold"", ""lay bricks"", ""utilities"", ""scaffold"", ""item elevation"", ""lay bricks"", ""delivery"", ""item elevation"", ""lay bricks"", ""scaffold"", ""debris"", ""debris"", ""excavate"", ""assembly"", ""lay bricks"", ""excavate"", ""assembly""]"
3925,hrt002d.map,5,20,evaluate_suitability_loose,"[""bricklayer"", ""assembly"", ""bricklayer"", ""excavator"", ""scaffolding""]","[""assembly"", ""lay bricks"", ""utilities"", ""utilities"", ""lay bricks"", ""scaffold"", ""delivery"", ""scaffold"", ""lay bricks"", ""excavate"", ""excavate"", ""lay bricks"", ""delivery"", ""delivery"", ""delivery"", ""item elevation"", ""debris"", ""debris"", ""delivery"", ""delivery""]"
3926,hrt002d.map,5,20,evaluate_suitability_loose,"[""crane"", ""delivery"", ""scaffolding"", ""crane"", ""scaffolding""]","[""debris"", ""assembly"", ""debris"", ""assembly"", ""scaffold"", ""assembly"", ""delivery"", ""assembly"", ""scaffold"", ""scaffold"", ""utilities"", ""lay bricks"", ""delivery"", ""lay bricks"", ""scaffold"", ""utilities"", ""scaffold"", ""debris"", ""assembly"", ""excavate""]"
3927,hrt002d.map,5,20,evaluate_suitability_loose,"[""excavator"", ""assembly"", ""excavator"", ""scaffolding"", ""excavator""]","[""scaffold"", ""delivery"", ""scaffold"", ""assembly"", ""delivery"", ""excavate"", ""assembly"", ""utilities"", ""excavate"", ""assembly"", ""debris"", ""delivery"", ""scaffold"", ""item elevation"", ""delivery"", ""assembly"", ""lay bricks"", ""assembly"", ""assembly"", ""item elevation""]"
3928,hrt002d.map,5,20,evaluate_suitability_loose,"[""delivery"", ""assembly"", ""crane"", ""assembly"", ""delivery""]","[""utilities"", ""debris"", ""delivery"", ""scaffold"", ""item elevation"", ""assembly"", ""utilities"", ""item elevation"", ""delivery"", ""lay bricks"", ""item elevation"", ""scaffold"", ""delivery"", ""item elevation"", ""utilities"", ""debris"", ""lay bricks"", ""delivery"", ""utilities"", ""utilities""]"
3929,hrt002d.map,5,20,evaluate_suitability_loose,"[""assembly"", ""delivery"", ""assembly"", ""assembly"", ""crane""]","[""delivery"", ""delivery"", ""debris"", ""item elevation"", ""lay bricks"", ""debris"", ""excavate"", ""debris"", ""lay bricks"", ""assembly"", ""delivery"", ""lay bricks"", ""assembly"", ""lay bricks"", ""excavate"", ""utilities"", ""delivery"", ""utilities"", ""assembly"", ""scaffold""]"
3930,hrt002d.map,5,20,evaluate_suitability_loose,"[""delivery"", ""scaffolding"", ""assembly"", ""assembly"", ""assembly""]","[""excavate"", ""utilities"", ""scaffold"", ""item elevation"", ""excavate"", ""excavate"", ""utilities"", ""delivery"", ""utilities"", ""utilities"", ""debris"", ""utilities"", ""assembly"", ""lay bricks"", ""assembly"", ""assembly"", ""assembly"", ""delivery"", ""lay bricks"", ""scaffold""]"
3931,hrt002d.map,5,20,evaluate_suitability_loose,"[""delivery"", ""assembly"", ""excavator"", ""scaffolding"", ""bricklayer""]","[""debris"", ""scaffold"", ""debris"", ""debris"", ""scaffold"", ""utilities"", ""debris"", ""excavate"", ""utilities"", ""lay bricks"", ""item elevation"", ""utilities"", ""lay bricks"", ""assembly"", ""scaffold"", ""excavate"", ""delivery"", ""item elevation"", ""utilities"", ""excavate""]"
3932,hrt002d.map,5,20,evaluate_suitability_loose,"[""crane"", ""scaffolding"", ""delivery"", ""assembly"", ""assembly""]","[""utilities"", ""delivery"", ""assembly"", ""delivery"", ""excavate"", ""debris"", ""utilities"", ""scaffold"", ""assembly"", ""scaffold"", ""utilities"", ""item elevation"", ""scaffold"", ""debris"", ""item elevation"", ""utilities"", ""excavate"", ""utilities"", ""scaffold"", ""scaffold""]"
3933,hrt002d.map,5,20,evaluate_suitability_loose,"[""excavator"", ""excavator"", ""scaffolding"", ""excavator"", ""excavator""]","[""utilities"", ""item elevation"", ""assembly"", ""debris"", ""item elevation"", ""excavate"", ""assembly"", ""assembly"", ""excavate"", ""assembly"", ""debris"", ""lay bricks"", ""assembly"", ""item elevation"", ""delivery"", ""assembly"", ""scaffold"", ""item elevation"", ""assembly"", ""assembly""]"
3934,hrt002d.map,5,20,evaluate_suitability_loose,"[""bricklayer"", ""scaffolding"", ""scaffolding"", ""crane"", ""scaffolding""]","[""delivery"", ""debris"", ""lay bricks"", ""item elevation"", ""utilities"", ""excavate"", ""assembly"", ""lay bricks"", ""excavate"", ""excavate"", ""debris"", ""utilities"", ""scaffold"", ""item elevation"", ""item elevation"", ""delivery"", ""scaffold"", ""utilities"", ""utilities"", ""delivery""]"
3935,hrt002d.map,5,20,evaluate_suitability_loose,"[""delivery"", ""bricklayer"", ""excavator"", ""assembly"", ""delivery""]","[""assembly"", ""excavate"", ""excavate"", ""lay bricks"", ""delivery"", ""lay bricks"", ""excavate"", ""utilities"", ""debris"", ""debris"", ""delivery"", ""debris"", ""delivery"", ""debris"", ""assembly"", ""lay bricks"", ""item elevation"", ""assembly"", ""item elevation"", ""item elevation""]"
